time,value
1752851237.909899,1
1752851238.0131073,1
1752851238.1162593,-1
1752851238.2194695,-1
1752851238.32269,0
1752851238.4259095,1
1752851238.5290492,1
1752851238.6325665,-1
1752851238.7357585,-1
1752851238.8389056,0
1752851238.942009,0
1752851239.0450845,0
1752851239.1482127,0
1752851239.2514617,-1
1752851239.354647,-1
1752851239.4577508,0
1752851239.5608659,1
1752851239.6642513,1
1752851239.7673905,-1
1752851239.8707836,-1
1752851239.9738836,0
1752851240.0772097,1
1752851240.1803071,1
1752851240.2836807,-1
1752851240.3868332,-1
1752851240.490149,0
1752851240.5932562,1
1752851240.6965926,1
1752851240.799686,0
1752851240.9029996,-1
1752851241.0061088,-1
1752851241.1094456,0
1752851241.2125885,1
1752851241.3159823,0
1752851241.4191277,-1
1752851241.522356,-1
1752851241.6255043,0
1752851241.7288857,1
1752851241.8319185,0
1752851241.9351695,-1
1752851242.038265,-1
1752851242.1416469,0
1752851242.2447884,1
1752851242.3482823,1
1752851242.451557,-1
1752851242.5547042,-1
1752851242.6579509,0
1752851242.761114,1
1752851242.8644574,1
1752851242.967527,0
1752851243.0707881,-1
1752851243.1739106,0
1752851243.27727,1
1752851243.3803823,1
1752851243.483715,-1
1752851243.586849,-1
1752851243.690097,-1
1752851243.7932377,0
1752851243.8965566,1
1752851243.9996436,0
1752851244.1030009,-1
1752851244.2061524,-1
1752851244.309528,0
1752851244.4126267,1
1752851244.5159767,1
1752851244.6190991,-1
1752851244.7222347,-1
1752851244.8255887,0
1752851244.9286761,1
1752851245.0320716,1
1752851245.135114,0
1752851245.23848,-1
1752851245.3416224,0
1752851245.4459536,1
1752851245.5493083,1
1752851245.6524293,-1
1752851245.7555556,-1
1752851245.8586857,0
1752851245.961777,1
1752851246.0648744,0
1752851246.1679463,0
1752851246.271099,-1
1752851246.37421,-1
1752851246.4772625,0
1752851246.580365,1
1752851246.6834714,1
1752851246.7866197,-1
1752851246.8897011,-1
1752851246.9927962,0
1752851247.0959356,1
1752851247.1990118,1
1752851247.3021696,0
1752851247.4053226,-1
1752851247.5086298,-1
1752851247.6117356,0
1752851247.715136,0
1752851247.8182523,0
1752851247.9215868,-1
1752851248.0246959,-1
1752851248.127895,0
1752851248.2312448,1
1752851248.3343847,1
1752851248.4377558,-1
1752851248.5408545,-1
1752851248.6441398,0
1752851248.7472706,1
1752851248.850374,1
1752851248.9537241,-1
1752851249.0568485,-1
1752851249.1602383,0
1752851249.2633936,1
1752851249.3665125,1
1752851249.4698272,0
1752851249.5729487,-1
1752851249.6762974,-1
1752851249.7794435,0
1752851249.8828058,1
1752851249.9861546,0
1752851250.0892534,-1
1752851250.1926048,-1
1752851250.2958055,0
1752851250.399132,1
1752851250.5022237,1
1752851250.605588,-1
1752851250.708699,-1
1752851250.812005,0
1752851250.9150867,1
1752851251.0183897,1
1752851251.1215312,0
1752851251.2246542,-1
1752851251.3282921,0
1752851251.431436,1
1752851251.5346124,1
1752851251.6378553,0
1752851251.740997,-1
1752851251.8442082,-1
1752851251.9473143,0
1752851252.0505295,1
1752851252.1536522,0
1752851252.2568662,-1
1752851252.3602266,-1
1752851252.4633327,0
1752851252.566589,1
1752851252.6697223,1
1752851252.7728405,-1
1752851252.8759632,-1
1752851252.9791517,0
1752851253.0822623,1
1752851253.1855304,1
1752851253.2887192,0
1752851253.3918338,-1
1752851253.4949706,-1
1752851253.5981047,0
1752851253.701217,1
1752851253.8045256,0
1752851253.9076033,-1
1752851254.0107992,-1
1752851254.1146116,0
1752851254.217722,1
1752851254.3208866,0
1752851254.4243345,-1
1752851254.5274346,-1
1752851254.6306016,0
1752851254.734057,1
1752851254.8371668,1
1752851254.9402726,-1
1752851255.0438392,-1
1752851255.1470523,0
1752851255.2503028,1
1752851255.3536816,1
1752851255.4569774,0
1752851255.5602736,-1
1752851255.6634042,0
1752851255.7666838,1
1752851255.8698382,1
1752851255.9730272,0
1752851256.0761867,-1
1752851256.1793566,-1
1752851256.282715,0
1752851256.3859687,0
1752851256.4892683,0
1752851256.5926993,-1
1752851256.6960297,-1
1752851256.7993994,0
1752851256.902497,1
1752851257.0058773,0
1752851257.1089845,-1
1752851257.2123344,-1
1752851257.3155253,0
1752851257.418731,1
1752851257.5219467,0
1752851257.625389,-1
1752851257.728546,-1
1752851257.8320386,0
1752851257.9351335,1
1752851258.0382462,1
1752851258.1418824,-1
1752851258.2453792,-1
1752851258.3486059,0
1752851258.4519017,1
1752851258.554968,1
1752851258.6583374,0
1752851258.7615216,-1
1752851258.8649073,0
1752851258.9680517,1
1752851259.0713944,1
1752851259.1746037,0
1752851259.2777593,-1
1752851259.3809936,0
1752851259.4843545,1
1752851259.587476,1
1752851259.6909423,0
1752851259.794072,-1
1752851259.8974888,-1
1752851260.0005372,0
1752851260.1039805,1
1752851260.2070935,0
1752851260.310588,-1
1752851260.4137745,-1
1752851260.5173173,0
1752851260.620645,1
1752851260.723834,1
1752851260.827021,-1
1752851260.9303558,-1
1752851261.0335047,0
1752851261.1370978,1
1752851261.2402697,0
1752851261.3433437,-1
1752851261.4465213,-1
1752851261.5496178,0
1752851261.6528158,1
1752851261.7559805,1
1752851261.859074,-1
1752851261.9622843,-1
1752851262.065433,-1
1752851262.1686683,0
1752851262.2719398,1
1752851262.3750675,0
1752851262.4781685,-1
1752851262.5814085,-1
1752851262.6845534,0
1752851262.7878191,1
1752851262.8909636,0
1752851262.9939961,-1
1752851263.0971513,-1
1752851263.2002857,0
1752851263.3036165,1
1752851263.4068618,1
1752851263.5099893,0
1752851263.6131246,-1
1752851263.7163317,0
1752851263.8195658,1
1752851263.9227574,1
1752851264.0260024,0
1752851264.1293433,-1
1752851264.232517,-1
1752851264.335763,1
1752851264.4390428,1
1752851264.5423262,0
1752851264.645674,-1
1752851264.7488878,-1
1752851264.8521202,0
1752851264.9552233,1
1752851265.0583968,1
1752851265.161681,-1
1752851265.265069,-1
1752851265.3682551,0
1752851265.4729161,0
1752851265.5762808,-1
1752851265.6795425,-1
1752851265.7829266,-1
1752851265.8862274,0
1752851265.989466,1
1752851266.0926547,0
1752851266.1958797,-1
1752851266.2991304,-1
1752851266.402359,0
1752851266.50557,1
1752851266.6089776,1
1752851266.7121701,0
1752851266.8155346,-1
1752851266.918742,0
1752851267.0218596,1
1752851267.1254184,1
1752851267.2286072,-1
1752851267.3320458,-1
1752851267.4350505,0
1752851267.5384047,1
1752851267.6415746,1
1752851267.7450082,0
1752851267.8484387,-1
1752851267.9521594,0
1752851268.0552406,1
1752851268.159004,1
1752851268.2625203,-1
1752851268.3658278,-1
1752851268.469001,0
1752851268.5724192,1
1752851268.6761456,1
1752851268.7792072,-1
1752851268.882941,-1
1752851268.986039,1
1752851269.0897334,1
1752851269.1931612,1
1752851269.2968383,-1
1752851269.400282,-2
1752851269.503983,0
1752851269.6073835,1
1752851269.710841,0
1752851269.814143,-1
1752851269.917195,-1
1752851270.0204732,0
1752851270.1238794,1
1752851270.2275352,0
1752851270.3307402,-1
1752851270.4338448,-2
1752851270.5371807,0
1752851270.6402833,1
1752851270.7433767,1
1752851270.8467202,-1
1752851270.949744,-1
1752851271.0528224,0
1752851271.156183,1
1752851271.2593117,1
1752851271.36277,-1
1752851271.4658756,-1
1752851271.569244,0
1752851271.6725223,0
1752851271.775671,1
1752851271.8789382,0
1752851271.981976,-1
1752851272.085291,-1
1752851272.1887329,0
1752851272.2918777,1
1752851272.3950057,0
1752851272.4980989,-1
1752851272.6012163,-1
1752851272.7044833,0
1752851272.8076692,1
1752851272.9109504,1
1752851273.0139716,0
1752851273.1172442,-1
1752851273.2203496,0
1752851273.3236735,1
1752851273.4268234,1
1752851273.5299997,-1
1752851273.6331515,-1
1752851273.7362893,-1
1752851273.8394322,1
1752851273.9426155,1
1752851274.045957,0
1752851274.1490643,-1
1752851274.252402,-1
1752851274.3555562,0
1752851274.4589586,1
1752851274.562067,1
1752851274.6653533,-1
1752851274.768491,-1
1752851274.8715808,0
1752851274.9749694,1
1752851275.0779812,1
1752851275.1813269,0
1752851275.2844875,-1
1752851275.3878772,0
1752851275.4909885,0
1752851275.594329,1
1752851275.6974595,0
1752851275.800596,-1
1752851275.904013,-1
1752851276.007124,0
1752851276.1102293,1
1752851276.2135696,0
1752851276.3167274,-1
1752851276.42,-2
1752851276.5230215,0
1752851276.6263602,1
1752851276.7295234,1
1752851276.832873,-1
1752851276.9359276,-1
1752851277.039253,0
1752851277.142365,1
1752851277.2457464,1
1752851277.3488994,0
1752851277.4520025,-1
1752851277.5553577,-1
1752851277.65848,0
1752851277.761865,0
1752851277.865005,0
1752851277.968101,-1
1752851278.0711987,-1
1752851278.17434,0
1752851278.2777781,1
1752851278.380818,0
1752851278.484077,-1
1752851278.5871847,-1
1752851278.6906016,0
1752851278.7937164,1
1752851278.896804,1
1752851278.999975,-1
1752851279.103089,-1
1752851279.2063854,0
1752851279.3095727,0
1752851279.4126792,1
1752851279.5160425,0
1752851279.619165,-1
1752851279.7225997,-1
1752851279.8259854,0
1752851279.9291694,1
1752851280.0325723,0
1752851280.135738,-1
1752851280.2390862,-1
1752851280.3423312,0
1752851280.4457004,1
1752851280.5488663,0
1752851280.652214,-1
1752851280.7553957,-1
1752851280.858772,0
1752851280.961886,1
1752851281.0652306,1
1752851281.168426,-1
1752851281.2717993,-1
1752851281.3749926,0
1752851281.4783406,1
1752851281.5815482,1
1752851281.6849384,-1
1752851281.7881887,-1
1752851281.891521,0
1752851281.9946823,1
1752851282.0981338,1
1752851282.201261,0
1752851282.3047254,-1
1752851282.407755,-1
1752851282.5110805,0
1752851282.6142507,1
1752851282.7176654,0
1752851282.8208632,-1
1752851282.9242017,-1
1752851283.0273104,1
1752851283.13077,1
1752851283.233964,0
1752851283.337876,-1
1752851283.4412212,-1
1752851283.5445046,0
1752851283.6478775,0
1752851283.7510874,0
1752851283.8543377,-1
1752851283.95767,-1
1752851284.0608637,0
1752851284.1640818,1
1752851284.2674232,1
1752851284.3706334,-1
1752851284.4737682,-1
1752851284.5769854,0
1752851284.6802132,0
1752851284.7834845,1
1752851284.8868396,-1
1752851284.9900248,-1
1752851285.0931778,0
1752851285.1962988,1418
1752851285.299562,1931
1752851285.4028006,2044
1752851285.5074034,2047
1752851285.610678,850
1752851285.713814,1
1752851285.8170483,1
1752851285.92029,0
1752851286.0234911,-1
1752851286.1267395,2
1752851286.2299042,8
1752851286.333148,12
1752851286.4362767,10
1752851286.539457,8
1752851286.6427228,8
1752851286.7459137,8
1752851286.8491569,5
1752851286.9523768,8
1752851287.0555284,7
1752851287.1587937,8
1752851287.2619936,9
1752851287.3652425,9
1752851287.4684424,7
1752851287.5716994,6
1752851287.6749978,6
1752851287.7782583,6
1752851287.8814886,7
1752851287.9846776,7
1752851288.0879788,6
1752851288.1911838,6
1752851288.2944798,7
1752851288.3976753,8
1752851288.5008678,9
1752851288.604096,9
1752851288.7072935,7
1752851288.8105812,6
1752851288.913887,6
1752851289.0172582,7
1752851289.120555,6
1752851289.2237756,6
1752851289.327205,9
1752851289.4305906,9
1752851289.5337005,11
1752851289.6371078,17
1752851289.7402127,15
1752851289.843718,20
1752851289.9469128,25
1752851290.0501955,27
1752851290.1534526,32
1752851290.256489,31
1752851290.359682,28
1752851290.4629478,36
1752851290.5662477,43
1752851290.6694853,45
1752851290.7725923,47
1752851290.875852,49
1752851290.9790483,51
1752851291.0822244,53
1752851291.185464,54
1752851291.2886605,55
1752851291.3919609,55
1752851291.4951806,54
1752851291.59849,58
1752851291.7017512,58
1752851291.805101,58
1752851291.9084303,58
1752851292.0116336,58
1752851292.1147528,60
1752851292.217715,61
1752851292.3208334,61
1752851292.4242365,62
1752851292.5273376,61
1752851292.6305192,62
1752851292.7339602,64
1752851292.837189,43
1752851292.9403107,31
1752851293.0434952,29
1752851293.1467595,27
1752851293.2499633,28
1752851293.3532362,31
1752851293.4564893,24
1752851293.5598183,30
1752851293.6629732,32
1752851293.7661333,32
1752851293.8692765,40
1752851293.9724529,40
1752851294.075624,39
1752851294.1788597,41
1752851294.282185,45
1752851294.3856082,43
1752851294.488886,44
1752851294.5922766,45
1752851294.6954956,44
1752851294.7986906,47
1752851294.9018025,50
1752851295.0049195,49
1752851295.1081264,42
1752851295.211331,48
1752851295.3146582,46
1752851295.4179986,48
1752851295.521184,49
1752851295.6244094,47
1752851295.727599,49
1752851295.83087,46
1752851295.9340718,43
1752851296.0373416,37
1752851296.1406162,29
1752851296.2440143,27
1752851296.3472302,22
1752851296.450415,27
1752851296.5536869,28
1752851296.6569512,24
1752851296.7602546,31
1752851296.863549,29
1752851296.9668126,28
1752851297.0701597,34
1752851297.1732857,32
1752851297.2767375,17
1752851297.3799205,19
1752851297.4833233,18
1752851297.5864863,16
1752851297.6899006,20
1752851297.7930238,18
1752851297.896301,20
1752851297.9994645,23
1752851298.1028523,22
1752851298.2059681,20
1752851298.309431,27
1752851298.4125483,24
1752851298.51565,24
1752851298.6190805,29
1752851298.7221792,30
1752851298.8253303,32
1752851298.9287121,32
1752851299.0318053,31
1752851299.1351595,28
1752851299.2383196,38
1752851299.3417704,41
1752851299.4449558,5
1752851299.5483189,4
1752851299.6516867,5
1752851299.7549086,6
1752851299.8582864,11
1752851299.961486,33
1752851300.0648115,38
1752851300.1679957,43
1752851300.2711804,46
1752851300.3743153,33
1752851300.4777613,27
1752851300.5809836,21
1752851300.684447,26
1752851300.7876265,29
1752851300.8908226,30
1752851300.993999,27
1752851301.0971487,28
1752851301.200263,23
1752851301.303618,27
1752851301.4069788,26
1752851301.5103335,12
1752851301.6137064,3
1752851301.716823,5
1752851301.8200085,2
1752851301.9236944,0
1752851302.0271764,-1
1752851302.1304746,-1
1752851302.2339125,-1
1752851302.3376465,0
1752851302.441084,1
1752851302.544776,-1
1752851302.6482475,0
1752851302.7519283,0
1752851302.855318,1
1752851302.959048,0
1752851303.0624986,-1
1752851303.1657753,0
1752851303.2692173,0
1752851303.3729599,1
1752851303.4759855,1
1752851303.579686,-1
1752851303.6831546,-1
1752851303.7864115,0
1752851303.8898911,1
1752851303.9932103,1
1752851304.096636,-1
1752851304.200366,-1
1752851304.3038619,0
1752851304.4071007,1
1752851304.5105002,1
1752851304.614221,-1
1752851304.7176094,-1
1752851304.821348,0
1752851304.9247673,1
1752851305.0282705,0
1752851305.1318836,-1
1752851305.235314,-1
1752851305.3391113,0
1752851305.4425073,0
1752851305.547704,0
1752851305.6508646,-1
1752851305.7542052,0
1752851305.8573453,0
1752851305.960732,0
1752851306.0639324,-1
1752851306.1673262,-1
1752851306.2704902,0
1752851306.3739495,0
1752851306.4770575,1
1752851306.5804594,0
1752851306.683603,-1
1752851306.7869978,0
1752851306.890198,0
1752851306.9935455,0
1752851307.0967247,-1
1752851307.2001095,-1
1752851307.3033147,-1
1752851307.4065406,0
1752851307.5098152,0
1752851307.6128342,0
1752851307.7160919,-1
1752851307.819284,-1
1752851307.9228923,0
1752851308.0261788,0
1752851308.1294994,0
1752851308.2327034,-1
1752851308.335992,-1
1752851308.4391806,0
1752851308.5424876,0
1752851308.6456738,0
1752851308.748877,0
1752851308.8521855,0
1752851308.9554143,0
1752851309.058771,1
1752851309.1619701,1
1752851309.2655869,-1
1752851309.3689501,-1
1752851309.4722934,0
1752851309.5754743,1
1752851309.6787367,1
1752851309.7818174,0
1752851309.885101,0
1752851309.9882202,0
1752851310.0914853,0
1752851310.194634,0
1752851310.2978525,0
1752851310.4010277,-1
1752851310.5042415,-1
1752851310.6073613,0
1752851310.710519,2
1752851310.8135753,5
1752851310.9167001,0
1752851311.0198493,0
1752851311.1229951,0
1752851311.226344,1
1752851311.3295531,2
1752851311.432618,1
1752851311.535773,0
1752851311.6389396,-1
1752851311.7419274,1
1752851311.8449833,0
1752851311.948064,0
1752851312.051142,0
1752851312.1542237,-1
1752851312.257301,0
1752851312.3604753,0
1752851312.4635706,0
1752851312.5666974,0
1752851312.6698103,0
1752851312.7728822,0
1752851312.8759851,0
1752851312.9790704,0
1752851313.082135,0
1752851313.1852512,-1
1752851313.2883282,-1
1752851313.3914983,0
1752851313.4946969,0
1752851313.5977995,0
1752851313.7008998,0
1752851313.804247,0
1752851313.9076028,0
1752851314.0107229,0
1752851314.1138918,1
1752851314.2169886,0
1752851314.320299,0
1752851314.4233525,0
1752851314.5266368,0
1752851314.6297596,0
1752851314.7329657,0
1752851314.8361084,-1
1752851314.939285,-1
1752851315.0424166,0
1752851315.145571,0
1752851315.2486758,0
1752851315.3519447,0
1752851315.4550233,4
1752851315.558136,0
1752851315.661223,2
1752851315.7643185,2
1752851315.8675785,1
1752851315.9707282,1
1752851316.0738451,1
1752851316.1770184,2
1752851316.2802784,2
1752851316.3834074,1
1752851316.4869087,2
1752851316.59004,3
1752851316.6932724,3
1752851316.796359,12
1752851316.8997154,17
1752851317.0028353,6
1752851317.1061642,17
1752851317.2092628,20
1752851317.3123083,23
1752851317.41568,24
1752851317.5188162,15
1752851317.6221557,17
1752851317.725271,20
1752851317.828629,20
1752851317.9317768,21
1752851318.0351248,18
1752851318.1382267,17
1752851318.241555,19
1752851318.344744,19
1752851318.4480143,21
1752851318.551111,23
1752851318.6542113,23
1752851318.7575111,25
1752851318.8606503,25
1752851318.9640367,24
1752851319.067122,24
1752851319.1705008,22
1752851319.2736366,23
1752851319.3768756,20
1752851319.4801087,21
1752851319.5832062,21
1752851319.68659,20
1752851319.7896125,20
1752851319.8928928,22
1752851319.9959428,20
1752851320.0992136,22
1752851320.2025154,21
1752851320.3056567,21
1752851320.4090495,16
1752851320.5120552,16
1752851320.615167,18
1752851320.71849,17
1752851320.821679,16
1752851320.9250326,13
1752851321.0281289,13
1752851321.1312253,13
1752851321.23449,12
1752851321.337625,11
1752851321.44096,7
1752851321.5440302,11
1752851321.6471572,9
1752851321.7505012,11
1752851321.853636,10
1752851321.9569714,11
1752851322.0600832,10
1752851322.163427,14
1752851322.2665265,13
1752851322.3696654,10
1752851322.4729936,12
1752851322.5760643,13
1752851322.679167,14
1752851322.782505,13
1752851322.885555,14
1752851322.988935,14
1752851323.0920384,16
1752851323.195105,15
1752851323.2984984,18
1752851323.4016407,15
1752851323.504976,16
1752851323.6080678,15
1752851323.7111483,18
1752851323.8144805,19
1752851323.9175627,18
1752851324.0207856,18
1752851324.1239412,16
1752851324.2272499,16
1752851324.330403,18
1752851324.4337857,19
1752851324.5368757,18
1752851324.6399868,15
1752851324.7432845,15
1752851324.8464253,15
1752851324.9496977,16
1752851325.0527804,15
1752851325.1559217,15
1752851325.259205,14
1752851325.3623736,15
1752851325.4657607,17
1752851325.5701265,16
1752851325.6734843,15
1752851325.7765954,15
1752851325.8800411,15
1752851325.9831283,15
1752851326.0864847,12
1752851326.1896303,1394
1752851326.2929695,1891
1752851326.3961267,1852
1752851326.4994454,1793
1752851326.6025343,1860
1752851326.70586,2036
1752851326.808984,2047
1752851326.912362,1831
1752851327.0154374,1
1752851327.118818,1
1752851327.2219057,-1
1752851327.3252711,-1
1752851327.4284084,0
1752851327.5317504,1
1752851327.635057,0
1752851327.7381442,0
1752851327.841499,-1
1752851327.9445877,0
1752851328.0479717,9
1752851328.1511056,1
1752851328.2544048,4
1752851328.3574977,3
1752851328.460807,15
1752851328.563949,13
1752851328.6672761,13
1752851328.7703836,10
1752851328.8738334,16
1752851328.9769592,17
1752851329.0801864,19
1752851329.1833065,21
1752851329.2867236,21
1752851329.389845,22
1752851329.4931684,23
1752851329.5962818,25
1752851329.699601,25
1752851329.8026721,25
1752851329.9059653,24
1752851330.0089877,27
1752851330.112318,26
1752851330.2154112,26
1752851330.3188164,26
1752851330.4219518,24
1752851330.525263,22
1752851330.6283045,22
1752851330.7316153,24
1752851330.8347797,23
1752851330.9381442,21
1752851331.0411556,22
1752851331.1444995,23
1752851331.2476711,22
1752851331.3510933,22
1752851331.4542303,21
1752851331.5573375,23
1752851331.6604674,27
1752851331.7636087,28
1752851331.866784,26
1752851331.9698508,26
1752851332.0729213,26
1752851332.1760328,26
1752851332.2791553,27
1752851332.3823054,28
1752851332.485432,29
1752851332.5885012,28
1752851332.6915357,28
1752851332.7946038,28
1752851332.8976693,29
1752851333.000734,28
1752851333.1038332,26
1752851333.2071707,22
1752851333.3103073,22
1752851333.413484,28
1752851333.5165684,28
1752851333.6196792,27
1752851333.722813,25
1752851333.82604,26
1752851333.9290934,25
1752851334.0321906,27
1752851334.1355743,28
1752851334.2386677,26
1752851334.3419743,27
1752851334.445267,27
1752851334.5485177,27
1752851334.651661,28
1752851334.754906,27
1752851334.8579803,28
1752851334.9612074,29
1752851335.064342,30
1752851335.1675916,30
1752851335.270798,30
1752851335.3740969,41
1752851335.4774544,44
1752851335.5805588,44
1752851335.6837437,44
1752851335.7870781,43
1752851335.8901434,40
1752851335.993477,38
1752851336.0965772,40
1752851336.199882,41
1752851336.3030267,41
1752851336.4061863,39
1752851336.5094924,39
1752851336.6125255,41
1752851336.7159052,40
1752851336.8190029,41
1752851336.9223375,39
1752851337.025459,39
1752851337.1287038,39
1752851337.2321033,39
1752851337.3352382,41
1752851337.4383774,39
1752851337.5416777,39
1752851337.6447978,40
1752851337.7481189,41
1752851337.8512795,42
1752851337.9543831,40
1752851338.0577703,40
1752851338.1608632,40
1752851338.2639985,40
1752851338.3671553,41
1752851338.4702368,41
1752851338.5734541,39
1752851338.6765528,40
1752851338.779923,40
1752851338.8830452,41
1752851338.9863286,41
1752851339.0894635,40
1752851339.1928227,40
1752851339.2959607,41
1752851339.399316,42
1752851339.502422,42
1752851339.6057162,41
1752851339.7088075,40
1752851339.812168,41
1752851339.91528,42
1752851340.0186853,43
1752851340.1218007,41
1752851340.2251272,40
1752851340.3281968,40
1752851340.4315603,42
1752851340.5347018,42
1752851340.6380272,41
1752851340.741102,41
1752851340.8444226,41
1752851340.947556,42
1752851341.050837,42
1752851341.1539545,42
1752851341.2572877,41
1752851341.3603468,40
1752851341.4635022,42
1752851341.566647,41
1752851341.6697412,44
1752851341.7730772,42
1752851341.8762045,42
1752851341.9792576,43
1752851342.0823433,42
1752851342.1854978,43
1752851342.2886379,41
1752851342.3917575,42
1752851342.49482,42
1752851342.5979333,43
1752851342.7010174,42
1752851342.8040764,41
1752851342.9074447,42
1752851343.0105972,41
1752851343.1136408,43
1752851343.216772,44
1752851343.3199503,44
1752851343.4230971,42
1752851343.5261736,41
1752851343.6292772,43
1752851343.7323585,44
1752851343.835692,43
1752851343.9389203,42
1752851344.0422862,42
1752851344.1455073,42
1752851344.2489414,44
1752851344.3520088,43
1752851344.4551413,42
1752851344.5582387,42
1752851344.6613467,43
1752851344.7644396,44
1752851344.867851,44
1752851344.9709563,43
1752851345.0739658,42
1752851345.177069,43
1752851345.2802172,44
1752851345.3833277,44
1752851345.4864051,44
1752851345.590915,43
1752851345.6940298,43
1752851345.7970316,44
1752851345.9001555,44
1752851346.0032325,43
1752851346.1063411,43
1752851346.2094636,43
1752851346.3126135,44
1752851346.4158027,45
1752851346.5188465,44
1752851346.6219687,43
1752851346.7250674,43
1752851346.828157,44
1752851346.9312913,45
1752851347.0343735,45
1752851347.1375031,43
1752851347.2409725,44
1752851347.3442814,44
1752851347.447468,45
1752851347.5508614,45
1752851347.6539803,44
1752851347.757367,43
1752851347.8603892,44
1752851347.9635658,45
1752851348.0670722,45
1752851348.1702077,44
1752851348.2736015,43
1752851348.3767564,44
1752851348.4798956,45
1752851348.5829613,46
1752851348.6860893,43
1752851348.7893403,43
1752851348.892485,42
1752851348.9955668,44
1752851349.098687,45
1752851349.2017667,45
1752851349.3049157,43
1752851349.4080708,43
1752851349.5111375,45
1752851349.614239,45
1752851349.7173123,45
1752851349.8203957,44
1752851349.9237688,43
1752851350.026926,44
1752851350.1303465,45
1752851350.2335062,45
1752851350.3369136,44
1752851350.4401221,44
1752851350.5434592,44
1752851350.6466439,43
1752851350.7496538,45
1752851350.8527706,44
1752851350.9559414,43
1752851351.059018,43
1752851351.1621203,44
1752851351.2653615,44
1752851351.3685377,44
1752851351.4716887,45
1752851351.5750186,43
1752851351.6780155,46
1752851351.7815058,46
1752851351.884627,45
1752851351.9877906,44
1752851352.0909948,44
1752851352.1941085,46
1752851352.2972727,45
1752851352.4004366,45
1752851352.5035837,43
1752851352.6067486,44
1752851352.7098603,45
1752851352.8129427,45
1752851352.916098,45
1752851353.0191998,44
1752851353.122358,43
1752851353.2254887,44
1752851353.328656,44
1752851353.4318693,45
1752851353.5350828,44
1752851353.6382093,44
1752851353.7413926,45
1752851353.8444848,46
1752851353.9476457,45
1752851354.0508058,44
1752851354.1539345,43
1752851354.2570653,44
1752851354.3602266,45
1752851354.4634085,47
1752851354.566525,48
1752851354.6696541,47
1752851354.7728095,46
1752851354.8759265,43
1752851354.979051,47
1752851355.0821605,46
1752851355.1853418,46
1752851355.2885723,45
1752851355.3918765,47
1752851355.494984,47
1752851355.5982077,47
1752851355.7012985,46
1752851355.8043773,46
1752851355.9074965,46
1752851356.0106142,47
1752851356.1137388,47
1752851356.2168698,47
1752851356.3200183,46
1752851356.4231424,46
1752851356.5261364,48
1752851356.629247,48
1752851356.7323182,48
1752851356.835381,46
1752851356.9385085,45
1752851357.0415993,46
1752851357.1447022,45
1752851357.247834,47
1752851357.3512096,45
1752851357.4543319,45
1752851357.5573628,45
1752851357.6604605,46
1752851357.76354,46
1752851357.8666472,46
1752851357.969772,46
1752851358.0728714,46
1752851358.1759799,49
1752851358.279087,49
1752851358.382213,46
1752851358.4852982,45
1752851358.5883722,45
1752851358.6914105,46
1752851358.7944844,47
1752851358.8976102,47
1752851359.0006933,45
1752851359.10384,44
1752851359.2069619,45
1752851359.3100817,46
1752851359.4132156,46
1752851359.5162985,46
1752851359.6193924,46
1752851359.722492,46
1752851359.8255658,47
1752851359.928623,47
1752851360.0317507,47
1752851360.1349041,47
1752851360.2379603,47
1752851360.3410757,47
1752851360.444202,48
1752851360.5472763,48
1752851360.6503053,45
1752851360.7534304,45
1752851360.8564947,45
1752851360.959622,45
1752851361.0627558,45
1752851361.1660976,43
1752851361.2692573,41
1752851361.3725536,42
1752851361.475688,44
1752851361.5790255,45
1752851361.6821344,45
1752851361.7854712,45
1752851361.888653,44
1752851361.991823,45
1752851362.0950694,45
1752851362.1981616,44
1752851362.301531,42
1752851362.4046519,44
1752851362.5080452,45
1752851362.6111565,46
1752851362.7144682,46
1752851362.8175676,45
1752851362.9210021,44
1752851363.0243433,44
1752851363.127562,44
1752851363.2306979,44
1752851363.3338416,44
1752851363.4369664,44
1752851363.5400596,45
1752851363.643142,46
1752851363.7462447,45
1752851363.8494694,44
1752851363.9526284,45
1752851364.055815,46
1752851364.1591535,47
1752851364.2622364,47
1752851364.3652935,46
1752851364.4685504,45
1752851364.5716403,45
1752851364.6750028,45
1752851364.7780771,45
1752851364.8813972,46
1752851364.9845147,45
1752851365.0878859,46
1752851365.1910098,31
1752851365.2943623,32
1752851365.397524,44
1752851365.5007422,43
1752851365.6051476,43
1752851365.708514,46
1752851365.8115275,47
1752851365.9149497,45
1752851366.0180526,38
1752851366.1214147,48
1752851366.224771,49
1752851366.3279521,50
1752851366.4310634,50
1752851366.5341673,50
1752851366.6375358,50
1752851366.7406864,51
1752851366.844071,52
1752851366.9472106,49
1752851367.0504744,49
1752851367.153818,49
1752851367.2569273,51
1752851367.3600132,51
1752851367.463128,50
1752851367.566138,49
1752851367.6692522,47
1752851367.7722542,48
1752851367.8753767,49
1752851367.9785185,49
1752851368.0819254,48
1752851368.1850715,43
1752851368.2882605,47
1752851368.3913517,49
1752851368.4944904,50
1752851368.5976253,49
1752851368.7007186,48
1752851368.803833,48
1752851368.9070218,42
1752851369.0100648,37
1752851369.1131532,34
1752851369.2162788,34
1752851369.319433,34
1752851369.4226358,35
1752851369.525955,36
1752851369.6290536,37
1752851369.732125,36
1752851369.8354268,34
